Condition,originalFile,Trial,CorrectionTrial,StartTime,CenterReward,SpkrIdx,SpkrPos,duration,HoldTime,Atten,Response,RespTime,Correct,ComputerTime,Modality,SessionDate,LeftTemperature,RightTemperature
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,61,0,1396.857,0,8,90,700,1201,4.5,8,1399.086,1,736628.36845,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,62,0,1409.684,0,3,-60,700,1101,9.0,6,1411.245,0,736628.368592,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,63,1,1416.494,0,3,-60,700,1101,9.0,4,1419.799,0,736628.368691,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,64,1,1425.096,0,3,-60,700,1101,9.0,2,1427.208,0,736628.368777,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,65,1,1432.495,0,3,-60,700,1101,9.0,2,1434.215,0,736628.368858,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,66,1,1439.509,0,3,-60,700,1101,9.0,3,1441.02,1,736628.368936,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,67,0,1449.281,0,4,-30,700,1001,4.5,2,1451.365,0,736628.369056,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,68,1,1456.496,0,4,-30,700,1001,4.5,8,1458.398,0,736628.369138,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,69,1,1468.957,1,4,-30,700,1001,4.5,2,1473.789,0,736628.369315,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,70,1,1478.895,0,4,-30,700,1001,4.5,6,1480.43,0,736628.369392,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,71,1,1485.602,0,4,-30,700,1001,4.5,7,1487.35,0,736628.369472,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,72,1,1492.867,0,4,-30,700,1001,4.5,7,1494.631,0,736628.369557,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,73,1,1499.796,0,4,-30,700,1001,4.5,8,1501.372,0,736628.369634,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,74,1,1512.875,0,4,-30,700,1001,4.5,8,1518.571,0,736628.369833,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,75,1,1524.571,0,4,-30,700,1001,4.5,6,1526.872,0,736628.36993,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,76,1,1532.01,0,4,-30,700,1001,4.5,8,1533.407,0,736628.370006,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,77,1,1538.596,0,4,-30,700,1001,4.5,8,1540.554,0,736628.370088,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,78,1,1545.697,0,4,-30,700,1001,4.5,3,1547.236,0,736628.370166,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,79,1,1552.396,0,4,-30,700,1001,4.5,7,1554.108,0,736628.370245,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,80,1,1562.925,1,4,-30,700,1001,4.5,8,1573.195,0,736628.370465,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,81,1,1578.992,0,4,-30,700,1001,4.5,7,1580.981,0,736628.370556,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,82,1,1586.096,0,4,-30,700,1001,4.5,2,1589.58,0,736628.370655,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,83,1,1594.697,0,4,-30,700,1001,4.5,4,1596.833,1,736628.37074,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,84,0,1610.281,0,6,30,700,1101,0.0,6,1611.444,1,736628.370909,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,85,0,1620.175,0,6,30,700,1161,4.5,7,1621.797,0,736628.371028,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,86,1,1627.071,0,6,30,700,1161,4.5,7,1629.397,0,736628.371116,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,87,1,1639.519,0,6,30,700,1161,4.5,7,1641.984,0,736628.371262,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,88,1,1652.152,0,6,30,700,1161,4.5,2,1656.644,0,736628.371432,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,89,1,1668.239,0,6,30,700,1161,4.5,-1,-1.0,0,736628.37174,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,90,0,1689.596,0,2,-90,700,1121,4.5,8,1694.851,0,736628.371874,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,91,1,1701.744,0,2,-90,700,1121,4.5,4,1703.46,0,736628.371974,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,92,1,1709.266,0,2,-90,700,1121,4.5,2,1711.367,1,736628.372065,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,93,0,1723.536,0,2,-90,700,1061,0.0,6,1724.997,0,736628.372222,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,94,1,1747.945,0,2,-90,700,1061,0.0,2,1756.279,1,736628.372585,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,95,0,1767.35,0,3,-60,700,1001,0.0,2,1769.53,0,736628.372739,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,96,1,1774.698,0,3,-60,700,1001,0.0,6,1776.491,0,736628.372818,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,97,1,1782.328,1,3,-60,700,1001,0.0,-1,-1.0,0,736628.37306,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,98,0,1801.349,0,8,90,700,1041,4.5,3,1806.976,0,736628.373171,Aud,2016-10-25 08:27:00,9.2,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,99,1,1813.135,0,8,90,700,1041,4.5,-1,-1.0,0,736628.373417,Aud,2016-10-25 08:27:00,9.1,36.0
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,100,0,1834.48,0,7,60,700,1141,0.0,8,1836.034,0,736628.373508,Aud,2016-10-25 08:27:00,,
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,101,1,1846.214,0,7,60,700,1141,0.0,2,1850.934,0,736628.373681,Aud,2016-10-25 08:27:00,,
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,102,1,1873.644,0,7,60,700,1141,0.0,8,1884.804,0,736628.374073,Aud,2016-10-25 08:27:00,,
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,103,1,1894.65,1,7,60,700,1141,0.0,-1,-1.0,0,736628.37436,Aud,2016-10-25 08:27:00,,
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,104,0,1982.931,0,4,-30,700,1081,9.0,8,1987.08,0,736628.375256,Aud,2016-10-25 08:27:00,,
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,105,1,2000.965,0,4,-30,700,1081,9.0,3,2003.008,0,736628.375441,Aud,2016-10-25 08:27:00,,
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,106,1,2008.282,0,4,-30,700,1081,9.0,2,2011.662,0,736628.375541,Aud,2016-10-25 08:27:00,,
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,107,1,2026.273,0,4,-30,700,1081,9.0,2,2031.976,0,736628.375776,Aud,2016-10-25 08:27:00,,
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,108,1,2052.694,0,4,-30,700,1081,9.0,-1,-1.0,0,736628.376189,Aud,2016-10-25 08:27:00,,
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,7,0,1064.455,0,3,-60,700,1021,9.0,2,1072.85,0,736626.677392,Aud,2016-10-23 15:57:00,11.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,8,1,1111.653,0,3,-60,700,1021,9.0,6,1114.196,0,736626.677871,Aud,2016-10-23 15:57:00,11.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,9,0,1119.049,0,3,-60,700,1201,4.5,2,1125.304,0,736626.677999,Aud,2016-10-23 15:57:00,11.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,10,1,1152.354,1,3,-60,700,1201,4.5,4,1156.06,0,736626.678356,Aud,2016-10-23 15:57:00,11.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,11,1,1169.635,0,3,-60,700,1201,4.5,8,1171.623,0,736626.678535,Aud,2016-10-23 15:57:00,11.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,12,0,1176.847,0,4,-30,700,1141,9.0,4,1178.244,1,736626.678613,Aud,2016-10-23 15:57:00,9.3,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,13,0,1191.439,0,8,90,700,1181,0.0,8,1192.674,1,736626.67878,Aud,2016-10-23 15:57:00,9.3,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,14,0,1202.678,0,7,60,700,1081,4.5,4,1204.322,0,736626.678915,Aud,2016-10-23 15:57:00,9.3,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,15,1,1221.376,0,7,60,700,1081,4.5,8,1223.677,0,736626.679138,Aud,2016-10-23 15:57:00,9.3,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,16,1,1275.659,1,7,60,700,1081,4.5,8,1287.929,0,736626.679881,Aud,2016-10-23 15:57:00,9.3,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,17,1,1303.393,0,7,60,700,1081,4.5,6,1305.046,0,736626.68008,Aud,2016-10-23 15:57:00,9.3,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,18,1,1310.481,0,7,60,700,1081,4.5,6,1312.302,0,736626.680164,Aud,2016-10-23 15:57:00,9.3,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,19,1,1334.784,0,7,60,700,1081,4.5,8,1341.905,0,736626.680506,Aud,2016-10-23 15:57:00,9.3,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,20,1,1351.297,0,7,60,700,1081,4.5,6,1352.905,0,736626.680634,Aud,2016-10-23 15:57:00,9.3,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,21,1,1365.556,0,7,60,700,1081,4.5,7,1366.761,1,736626.680794,Aud,2016-10-23 15:57:00,9.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,22,0,1385.881,0,8,90,700,1041,0.0,7,1387.469,0,736626.681034,Aud,2016-10-23 15:57:00,9.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,23,1,1401.554,0,8,90,700,1041,0.0,8,1402.881,1,736626.681212,Aud,2016-10-23 15:57:00,9.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,24,0,1414.393,0,6,30,700,1061,9.0,7,1416.051,0,736626.681365,Aud,2016-10-23 15:57:00,9.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,25,1,1423.827,0,6,30,700,1061,9.0,8,1431.653,0,736626.681545,Aud,2016-10-23 15:57:00,9.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,26,1,1440.749,0,6,30,700,1061,9.0,8,1443.024,0,736626.681677,Aud,2016-10-23 15:57:00,9.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,27,1,1448.203,0,6,30,700,1061,9.0,7,1449.73,0,736626.681754,Aud,2016-10-23 15:57:00,9.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,28,0,1473.269,1,6,30,700,1161,9.0,3,1480.516,0,736626.682111,Aud,2016-10-23 15:57:00,9.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,29,1,1486.057,0,6,30,700,1161,9.0,4,1489.676,0,736626.682217,Aud,2016-10-23 15:57:00,9.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,30,1,1496.408,0,6,30,700,1161,9.0,8,1498.352,0,736626.682317,Aud,2016-10-23 15:57:00,9.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,31,1,1505.212,0,6,30,700,1161,9.0,8,1506.384,0,736626.68241,Aud,2016-10-23 15:57:00,9.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,32,0,1515.36,1,2,-90,700,1101,4.5,2,1520.162,1,736626.68257,Aud,2016-10-23 15:57:00,9.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,33,0,1531.995,0,2,-90,700,1081,4.5,4,1533.315,0,736626.682722,Aud,2016-10-23 15:57:00,9.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,34,1,1541.171,0,2,-90,700,1081,4.5,3,1542.91,0,736626.682833,Aud,2016-10-23 15:57:00,9.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,35,1,1548.134,0,2,-90,700,1081,4.5,2,1550.651,1,736626.682922,Aud,2016-10-23 15:57:00,8.4,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,36,0,1562.616,0,7,60,700,1201,0.0,8,1564.689,0,736626.683085,Aud,2016-10-23 15:57:00,8.4,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,37,1,1570.054,0,7,60,700,1201,0.0,8,1572.175,0,736626.683171,Aud,2016-10-23 15:57:00,8.4,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,38,1,1581.551,0,7,60,700,1201,0.0,8,1584.143,0,736626.68331,Aud,2016-10-23 15:57:00,8.4,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,39,1,1589.552,0,7,60,700,1201,0.0,7,1590.882,1,736626.683389,Aud,2016-10-23 15:57:00,8.4,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,40,0,1597.515,0,3,-60,700,1041,0.0,4,1598.827,0,736626.68348,Aud,2016-10-23 15:57:00,8.4,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,41,1,1603.984,1,3,-60,700,1041,0.0,2,1609.0,0,736626.683598,Aud,2016-10-23 15:57:00,8.4,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,42,1,1614.184,0,3,-60,700,1041,0.0,4,1615.623,0,736626.683674,Aud,2016-10-23 15:57:00,8.4,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,43,1,1620.784,0,3,-60,700,1041,0.0,4,1624.44,0,736626.683777,Aud,2016-10-23 15:57:00,8.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,44,1,1640.027,0,3,-60,700,1041,0.0,2,1641.636,0,736626.683975,Aud,2016-10-23 15:57:00,8.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,45,1,1646.785,0,3,-60,700,1041,0.0,4,1648.35,0,736626.684053,Aud,2016-10-23 15:57:00,8.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,46,0,1654.149,0,8,90,700,1161,9.0,8,1655.625,1,736626.684137,Aud,2016-10-23 15:57:00,8.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,47,0,1666.296,0,7,60,700,1001,0.0,7,1667.808,1,736626.684278,Aud,2016-10-23 15:57:00,8.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,48,0,1678.286,0,7,60,700,1121,9.0,4,1681.845,0,736626.68444,Aud,2016-10-23 15:57:00,8.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,49,1,1692.298,0,7,60,700,1121,9.0,8,1693.505,0,736626.684576,Aud,2016-10-23 15:57:00,8.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,50,1,1702.75,0,7,60,700,1121,9.0,6,1704.353,0,736626.684701,Aud,2016-10-23 15:57:00,8.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,51,1,1713.603,0,7,60,700,1121,9.0,8,1714.794,0,736626.684822,Aud,2016-10-23 15:57:00,8.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,52,1,1722.567,0,7,60,700,1121,9.0,2,1727.445,0,736626.684968,Aud,2016-10-23 15:57:00,8.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,53,1,1732.68,0,7,60,700,1121,9.0,6,1734.515,0,736626.685051,Aud,2016-10-23 15:57:00,8.0,36.0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,54,1,1742.807,0,7,60,700,1121,9.0,4,1746.672,0,736626.685191,Aud,2016-10-23 15:57:00,8.0,36.0
