Condition,originalFile,Trial,CorrectionTrial,StartTime,CenterReward,SpkrIdx,SpkrPos,duration,HoldTime,Atten,Response,RespTime,Correct,ComputerTime,Modality,SessionDate,LeftTemperature,RightTemperature,fNum,ResponseAngle,Spkr_Rad,spkr_hemifield,resp_hemifield,LatCorrect,Error
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,95,0,1767.35,0,3,60,700,1001,0.0,2,1769.53,0,736628.372739,Aud,2016-10-25 08:27:00,9.2,36.0,1509,90,1.0471975511965976,R,R,1,30
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,98,0,1801.349,0,8,-90,700,1041,4.5,3,1806.976,0,736628.373171,Aud,2016-10-25 08:27:00,9.2,36.0,1509,60,-1.5707963267948966,L,R,0,150
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,100,0,1834.48,0,7,-60,700,1141,0.0,8,1836.034,0,736628.373508,Aud,2016-10-25 08:27:00,,,1509,-90,-1.0471975511965976,L,L,1,30
Left,25_10_2016 level15_700_Robin 8_27 Left_T9,104,0,1982.931,0,4,30,700,1081,9.0,8,1987.08,0,736628.375256,Aud,2016-10-25 08:27:00,,,1509,-90,0.5235987755982988,R,L,0,120
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,7,0,1064.455,0,3,60,700,1021,9.0,2,1072.85,0,736626.677392,Aud,2016-10-23 15:57:00,11.0,36.0,1509,90,1.0471975511965976,R,R,1,30
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,9,0,1119.049,0,3,60,700,1201,4.5,2,1125.304,0,736626.677999,Aud,2016-10-23 15:57:00,11.0,36.0,1509,90,1.0471975511965976,R,R,1,30
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,12,0,1176.847,0,4,30,700,1141,9.0,4,1178.244,1,736626.678613,Aud,2016-10-23 15:57:00,9.3,36.0,1509,30,0.5235987755982988,R,R,1,0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,13,0,1191.439,0,8,-90,700,1181,0.0,8,1192.674,1,736626.67878,Aud,2016-10-23 15:57:00,9.3,36.0,1509,-90,-1.5707963267948966,L,L,1,0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,14,0,1202.678,0,7,-60,700,1081,4.5,4,1204.322,0,736626.678915,Aud,2016-10-23 15:57:00,9.3,36.0,1509,30,-1.0471975511965976,L,R,0,90
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,22,0,1385.881,0,8,-90,700,1041,0.0,7,1387.469,0,736626.681034,Aud,2016-10-23 15:57:00,9.0,36.0,1509,-60,-1.5707963267948966,L,L,1,30
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,24,0,1414.393,0,6,-30,700,1061,9.0,7,1416.051,0,736626.681365,Aud,2016-10-23 15:57:00,9.0,36.0,1509,-60,-0.5235987755982988,L,L,1,30
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,28,0,1473.269,1,6,-30,700,1161,9.0,3,1480.516,0,736626.682111,Aud,2016-10-23 15:57:00,9.0,36.0,1509,60,-0.5235987755982988,L,R,0,90
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,32,0,1515.36,1,2,90,700,1101,4.5,2,1520.162,1,736626.68257,Aud,2016-10-23 15:57:00,9.0,36.0,1509,90,1.5707963267948966,R,R,1,0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,33,0,1531.995,0,2,90,700,1081,4.5,4,1533.315,0,736626.682722,Aud,2016-10-23 15:57:00,9.0,36.0,1509,30,1.5707963267948966,R,R,1,60
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,36,0,1562.616,0,7,-60,700,1201,0.0,8,1564.689,0,736626.683085,Aud,2016-10-23 15:57:00,8.4,36.0,1509,-90,-1.0471975511965976,L,L,1,30
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,40,0,1597.515,0,3,60,700,1041,0.0,4,1598.827,0,736626.68348,Aud,2016-10-23 15:57:00,8.4,36.0,1509,30,1.0471975511965976,R,R,1,30
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,46,0,1654.149,0,8,-90,700,1161,9.0,8,1655.625,1,736626.684137,Aud,2016-10-23 15:57:00,8.0,36.0,1509,-90,-1.5707963267948966,L,L,1,0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,47,0,1666.296,0,7,-60,700,1001,0.0,7,1667.808,1,736626.684278,Aud,2016-10-23 15:57:00,8.0,36.0,1509,-60,-1.0471975511965976,L,L,1,0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,48,0,1678.286,0,7,-60,700,1121,9.0,4,1681.845,0,736626.68444,Aud,2016-10-23 15:57:00,8.0,36.0,1509,30,-1.0471975511965976,L,R,0,90
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,57,0,1766.953,0,4,30,700,1141,9.0,3,1768.2,0,736626.685441,Aud,2016-10-23 15:57:00,8.0,36.0,1509,60,0.5235987755982988,R,R,1,30
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,60,0,1793.6,0,6,-30,700,1021,0.0,7,1795.203,0,736626.685752,Aud,2016-10-23 15:57:00,8.0,36.0,1509,-60,-0.5235987755982988,L,L,1,30
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,68,0,1945.299,0,6,-30,700,1101,0.0,7,1947.135,0,736626.687511,Aud,2016-10-23 15:57:00,8.0,36.0,1509,-60,-0.5235987755982988,L,L,1,30
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,70,0,1990.183,0,2,90,700,1181,9.0,3,1991.592,0,736626.688026,Aud,2016-10-23 15:57:00,8.0,36.0,1509,60,1.5707963267948966,R,R,1,30
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,72,0,2010.385,0,8,-90,700,1041,0.0,8,2012.137,1,736626.688263,Aud,2016-10-23 15:57:00,7.9,36.0,1509,-90,-1.5707963267948966,L,L,1,0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,73,0,2024.773,0,2,90,700,1141,9.0,4,2026.191,0,736626.688427,Aud,2016-10-23 15:57:00,7.9,36.0,1509,30,1.5707963267948966,R,R,1,60
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,77,0,2078.699,0,3,60,700,1001,4.5,6,2080.241,0,736626.689052,Aud,2016-10-23 15:57:00,7.9,36.0,1509,-30,1.0471975511965976,R,L,0,90
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,82,0,2137.146,0,4,30,700,1201,0.0,4,2138.365,1,736626.689725,Aud,2016-10-23 15:57:00,7.9,36.0,1509,30,0.5235987755982988,R,R,1,0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,83,0,2148.959,0,7,-60,700,1021,4.5,8,2150.032,0,736626.689859,Aud,2016-10-23 15:57:00,7.9,36.0,1509,-90,-1.0471975511965976,L,L,1,30
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,87,0,2199.012,1,4,30,700,1061,0.0,6,2202.972,0,736626.690473,Aud,2016-10-23 15:57:00,7.9,36.0,1509,-30,0.5235987755982988,R,L,0,60
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,89,0,2227.932,0,3,60,700,1101,4.5,3,2229.22,1,736626.690776,Aud,2016-10-23 15:57:00,7.9,36.0,1509,60,1.0471975511965976,R,R,1,0
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,90,0,2238.277,0,3,60,700,1081,0.0,2,2240.205,0,736626.690903,Aud,2016-10-23 15:57:00,7.9,36.0,1509,90,1.0471975511965976,R,R,1,30
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,94,0,2290.828,0,2,90,700,1161,4.5,3,2292.787,0,736626.691512,Aud,2016-10-23 15:57:00,,,1509,60,1.5707963267948966,R,R,1,30
Left,23_10_2016 level15_700_Robin 15_57 Left_T7,98,0,2396.605,0,8,-90,700,1181,0.0,8,2401.5,1,736626.692771,Aud,2016-10-23 15:57:00,,,1509,-90,-1.5707963267948966,L,L,1,0
Left,24_10_2016 level15_700_Robin 15_53 Left_T16-20,17,0,1620.241,0,3,60,700,1041,4.5,2,1621.865,0,736627.681034,Aud,2016-10-24 15:53:00,,,1509,90,1.0471975511965976,R,R,1,30
Left,12_10_2016 level15_700_Robin 10_3 Left,2,0,247.915,0,7,-60,700,1121,9.0,8,250.648,0,736615.422026,Aud,2016-10-12 10:03:00,,,1509,-90,-1.0471975511965976,L,L,1,30
Left,12_10_2016 level15_700_Robin 10_3 Left,6,0,322.956,0,7,-60,700,1041,4.5,2,331.49,0,736615.422961,Aud,2016-10-12 10:03:00,11.0,37.0,1509,90,-1.0471975511965976,L,R,0,150
Left,12_10_2016 level15_700_Robin 10_3 Left,9,0,415.236,0,8,-90,700,1021,0.0,8,418.535,1,736615.423969,Aud,2016-10-12 10:03:00,11.0,37.0,1509,-90,-1.5707963267948966,L,L,1,0
Left,12_10_2016 level15_700_Robin 10_3 Left,10,0,432.958,0,6,-30,700,1201,4.5,7,434.694,0,736615.424156,Aud,2016-10-12 10:03:00,11.0,37.0,1509,-60,-0.5235987755982988,L,L,1,30
Left,12_10_2016 level15_700_Robin 10_3 Left,13,0,475.411,0,6,-30,700,1101,9.0,2,482.777,0,736615.424712,Aud,2016-10-12 10:03:00,11.0,37.0,1509,90,-0.5235987755982988,L,R,0,120
Left,12_10_2016 level15_700_Robin 10_3 Left,20,0,598.603,0,4,30,700,1061,0.0,3,606.245,0,736615.426141,Aud,2016-10-12 10:03:00,9.5,37.0,1509,60,0.5235987755982988,R,R,1,30
Left,12_10_2016 level15_700_Robin 10_3 Left,22,0,647.451,0,3,60,700,1141,0.0,4,649.771,0,736615.426645,Aud,2016-10-12 10:03:00,9.5,37.0,1509,30,1.0471975511965976,R,R,1,30
Left,12_10_2016 level15_700_Robin 10_3 Left,26,0,709.009,0,7,-60,700,1101,9.0,7,710.834,1,736615.427351,Aud,2016-10-12 10:03:00,9.5,37.0,1509,-60,-1.0471975511965976,L,L,1,0
Left,12_10_2016 level15_700_Robin 10_3 Left,27,0,719.364,0,3,60,700,1121,4.5,4,720.956,0,736615.427469,Aud,2016-10-12 10:03:00,9.5,37.0,1509,30,1.0471975511965976,R,R,1,30
Left,12_10_2016 level15_700_Robin 10_3 Left,34,0,811.714,0,2,90,700,1181,0.0,3,813.835,0,736615.428543,Aud,2016-10-12 10:03:00,8.9,37.0,1509,60,1.5707963267948966,R,R,1,30
Left,12_10_2016 level15_700_Robin 10_3 Left,37,0,942.538,0,8,-90,700,1161,0.0,8,944.758,1,736615.430059,Aud,2016-10-12 10:03:00,8.9,37.0,1509,-90,-1.5707963267948966,L,L,1,0
Left,12_10_2016 level15_700_Robin 10_3 Left,38,0,956.715,0,7,-60,700,1001,9.0,8,960.772,0,736615.430245,Aud,2016-10-12 10:03:00,8.9,37.0,1509,-90,-1.0471975511965976,L,L,1,30
Left,12_10_2016 level15_700_Robin 10_3 Left,41,0,1082.521,0,6,-30,700,1041,9.0,2,1094.263,0,736615.43179,Aud,2016-10-12 10:03:00,,,1509,90,-0.5235987755982988,L,R,0,120
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,26,0,1081.927,0,3,60,700,1141,4.5,7,1083.875,0,736629.444523,Aud,2016-10-26 10:22:00,11.0,36.0,1509,-60,1.0471975511965976,R,L,0,120
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,28,0,1115.481,1,4,30,700,1201,0.0,3,1122.489,0,736629.44497,Aud,2016-10-26 10:22:00,11.0,36.0,1509,60,0.5235987755982988,R,R,1,30
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,31,0,1164.869,0,4,30,700,1061,9.0,6,1166.466,0,736629.445479,Aud,2016-10-26 10:22:00,11.0,36.0,1509,-30,0.5235987755982988,R,L,0,60
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,41,0,1319.327,0,6,-30,700,1181,4.5,7,1320.78,0,736629.447265,Aud,2016-10-26 10:22:00,9.5,36.0,1509,-60,-0.5235987755982988,L,L,1,30
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,47,0,1419.918,0,8,-90,700,1161,4.5,8,1421.47,1,736629.44843,Aud,2016-10-26 10:22:00,9.5,36.0,1509,-90,-1.5707963267948966,L,L,1,0
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,48,0,1434.817,0,7,-60,700,1121,9.0,8,1436.812,0,736629.448607,Aud,2016-10-26 10:22:00,9.5,36.0,1509,-90,-1.0471975511965976,L,L,1,30
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,53,0,1514.189,0,7,-60,700,1141,0.0,8,1515.594,0,736629.44952,Aud,2016-10-26 10:22:00,9.4,36.0,1509,-90,-1.0471975511965976,L,L,1,30
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,57,0,1599.621,0,3,60,700,1061,4.5,2,1605.449,0,736629.45056,Aud,2016-10-26 10:22:00,9.4,36.0,1509,90,1.0471975511965976,R,R,1,30
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,61,0,1665.913,0,4,30,700,1001,9.0,4,1667.842,1,736629.451282,Aud,2016-10-26 10:22:00,10.2,36.0,1509,30,0.5235987755982988,R,R,1,0
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,62,0,1677.072,0,8,-90,700,1021,4.5,4,1667.842,0,736629.45139,Aud,2016-10-26 10:22:00,10.2,36.0,1509,30,-1.5707963267948966,L,R,0,120
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,66,0,1769.707,0,2,90,700,1101,0.0,3,1771.516,0,736629.452481,Aud,2016-10-26 10:22:00,10.2,36.0,1509,60,1.5707963267948966,R,R,1,30
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,68,0,1790.411,0,8,-90,700,1081,9.0,7,1791.874,0,736629.452717,Aud,2016-10-26 10:22:00,10.2,36.0,1509,-60,-1.5707963267948966,L,L,1,30
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,70,0,1810.018,0,7,-60,700,1041,4.5,8,1811.873,0,736629.452949,Aud,2016-10-26 10:22:00,10.2,36.0,1509,-90,-1.0471975511965976,L,L,1,30
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,72,0,1836.759,0,3,60,700,1201,0.0,3,1838.141,1,736629.453252,Aud,2016-10-26 10:22:00,10.0,36.0,1509,60,1.0471975511965976,R,R,1,0
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,73,0,1849.611,0,2,90,700,1201,4.5,2,1851.319,1,736629.453405,Aud,2016-10-26 10:22:00,10.0,36.0,1509,90,1.5707963267948966,R,R,1,0
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,74,0,1864.172,0,6,-30,700,1081,9.0,8,1873.549,0,736629.453662,Aud,2016-10-26 10:22:00,10.0,36.0,1509,-90,-0.5235987755982988,L,L,1,60
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,78,0,1925.822,0,6,-30,700,1141,9.0,7,1927.348,0,736629.454285,Aud,2016-10-26 10:22:00,10.0,36.0,1509,-60,-0.5235987755982988,L,L,1,30
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,88,0,2056.336,0,4,30,700,1121,0.0,4,2058.28,1,736629.455801,Aud,2016-10-26 10:22:00,,,1509,30,0.5235987755982988,R,R,1,0
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,89,0,2067.147,0,3,60,700,1101,9.0,2,2069.523,0,736629.45593,Aud,2016-10-26 10:22:00,,,1509,90,1.0471975511965976,R,R,1,30
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,94,0,2129.6,0,4,30,700,1041,4.5,3,2131.28,0,736629.456646,Aud,2016-10-26 10:22:00,,,1509,60,0.5235987755982988,R,R,1,30
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,98,0,2204.965,0,7,-60,700,1061,4.5,8,2206.682,0,736629.457518,Aud,2016-10-26 10:22:00,,,1509,-90,-1.0471975511965976,L,L,1,30
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,104,0,2285.269,0,2,90,700,1161,0.0,3,2287.071,0,736629.458449,Aud,2016-10-26 10:22:00,,,1509,60,1.5707963267948966,R,R,1,30
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,106,0,2302.617,0,3,60,700,1181,9.0,8,2303.839,0,736629.458643,Aud,2016-10-26 10:22:00,,,1509,-90,1.0471975511965976,R,L,0,150
Left,26_10_2016 level15_700_Robin 10_22 Left_T23,109,0,2363.444,0,6,-30,700,1021,4.5,2,2377.671,0,736629.459497,Aud,2016-10-26 10:22:00,,,1509,90,-0.5235987755982988,L,R,0,120
Right,11_10_2016 level15_700_Robin 8_32 RCool01,3,0,178.278,0,3,60,700,1041,9.0,4,187.418,0,736614.358074,Aud,2016-10-11 08:32:00,37.0,8.0,1509,30,1.0471975511965976,R,R,1,30
Right,11_10_2016 level15_700_Robin 8_32 RCool01,5,0,214.694,0,8,-90,700,1001,0.0,7,216.775,0,736614.358413,Aud,2016-10-11 08:32:00,37.0,8.0,1509,-60,-1.5707963267948966,L,L,1,30
Right,11_10_2016 level15_700_Robin 8_32 RCool01,8,0,268.872,0,3,60,700,1101,9.0,4,270.39,0,736614.359033,Aud,2016-10-11 08:32:00,37.0,8.0,1509,30,1.0471975511965976,R,R,1,30
Right,11_10_2016 level15_700_Robin 8_32 RCool01,11,0,299.815,1,7,-60,700,1121,4.5,2,307.728,0,736614.359466,Aud,2016-10-11 08:32:00,37.0,8.3,1509,90,-1.0471975511965976,L,R,0,150
Right,11_10_2016 level15_700_Robin 8_32 RCool01,15,0,365.981,0,4,30,700,1061,9.0,3,367.344,0,736614.360156,Aud,2016-10-11 08:32:00,37.0,8.3,1509,60,0.5235987755982988,R,R,1,30
Right,11_10_2016 level15_700_Robin 8_32 RCool01,19,0,408.819,0,2,90,700,1081,0.0,2,410.366,1,736614.360653,Aud,2016-10-11 08:32:00,37.0,8.3,1509,90,1.5707963267948966,R,R,1,0
Right,11_10_2016 level15_700_Robin 8_32 RCool01,20,0,423.193,0,4,30,700,1181,4.5,2,424.78,0,736614.36082,Aud,2016-10-11 08:32:00,37.0,8.3,1509,90,0.5235987755982988,R,R,1,60
Right,11_10_2016 level15_700_Robin 8_32 RCool01,25,0,483.678,0,7,-60,700,1021,9.0,7,486.774,1,736614.361538,Aud,2016-10-11 08:32:00,37.0,8.3,1509,-60,-1.0471975511965976,L,L,1,0
Right,11_10_2016 level15_700_Robin 8_32 RCool01,26,0,508.31,0,8,-90,700,1161,4.5,6,510.227,0,736614.36181,Aud,2016-10-11 08:32:00,37.0,8.3,1509,-30,-1.5707963267948966,L,L,1,60
Right,11_10_2016 level15_700_Robin 8_32 RCool01,28,0,534.995,0,6,-30,700,1161,4.5,8,536.783,0,736614.362116,Aud,2016-10-11 08:32:00,37.0,8.3,1509,-90,-0.5235987755982988,L,L,1,60
Right,11_10_2016 level15_700_Robin 8_32 RCool01,31,0,586.048,0,2,90,700,1001,0.0,2,587.73,1,736614.362707,Aud,2016-10-11 08:32:00,37.0,8.3,1509,90,1.5707963267948966,R,R,1,0
Right,11_10_2016 level15_700_Robin 8_32 RCool01,32,0,599.594,1,3,60,700,1141,4.5,2,606.58,0,736614.362924,Aud,2016-10-11 08:32:00,37.0,8.3,1509,90,1.0471975511965976,R,R,1,30
Right,11_10_2016 level15_700_Robin 8_32 RCool01,35,0,629.803,0,4,30,700,1021,9.0,4,631.615,1,736614.363215,Aud,2016-10-11 08:32:00,37.0,8.3,1509,30,0.5235987755982988,R,R,1,0
Right,11_10_2016 level15_700_Robin 8_32 RCool01,36,0,642.579,0,6,-30,700,1181,0.0,6,644.093,1,736614.363358,Aud,2016-10-11 08:32:00,37.0,8.3,1509,-30,-0.5235987755982988,L,L,1,0
Right,11_10_2016 level15_700_Robin 8_32 RCool01,37,0,656.001,0,2,90,700,1081,4.5,3,657.2,0,736614.363511,Aud,2016-10-11 08:32:00,37.0,8.3,1509,60,1.5707963267948966,R,R,1,30
Right,11_10_2016 level15_700_Robin 8_32 RCool01,40,0,682.724,0,7,-60,700,1201,4.5,6,683.982,0,736614.36382,Aud,2016-10-11 08:32:00,37.0,8.3,1509,-30,-1.0471975511965976,L,L,1,30
Right,11_10_2016 level15_700_Robin 8_32 RCool01,44,0,725.791,0,3,60,700,1041,0.0,3,727.272,1,736614.364321,Aud,2016-10-11 08:32:00,37.0,7.7,1509,60,1.0471975511965976,R,R,1,0
Right,11_10_2016 level15_700_Robin 8_32 RCool01,45,0,736.448,1,7,-60,700,1101,9.0,3,741.454,0,736614.364485,Aud,2016-10-11 08:32:00,37.0,7.7,1509,60,-1.0471975511965976,L,R,0,120
Right,11_10_2016 level15_700_Robin 8_32 RCool01,48,0,769.664,0,2,90,700,1061,4.5,3,771.163,0,736614.364829,Aud,2016-10-11 08:32:00,37.0,7.7,1509,60,1.5707963267948966,R,R,1,30
Right,11_10_2016 level15_700_Robin 8_32 RCool01,50,0,790.088,0,8,-90,700,1081,9.0,6,791.504,0,736614.365065,Aud,2016-10-11 08:32:00,37.0,7.7,1509,-30,-1.5707963267948966,L,L,1,60
Right,11_10_2016 level15_700_Robin 8_32 RCool01,53,0,825.347,0,4,30,700,1101,0.0,3,826.447,0,736614.365469,Aud,2016-10-11 08:32:00,37.0,7.7,1509,60,0.5235987755982988,R,R,1,30
Right,11_10_2016 level15_700_Robin 8_32 RCool01,55,0,848.845,0,6,-30,700,1041,0.0,4,851.492,0,736614.365759,Aud,2016-10-11 08:32:00,37.0,7.7,1509,30,-0.5235987755982988,L,R,0,60
